,Label
3098.0,Stable
3099.0,Stable
3100.0,Stable
3101.0,Stable
3102.0,Stable
3103.0,Stable
3104.0,Stable
3105.0,Stable
3106.0,Stable
3107.0,Stable
3108.0,Stable
3109.0,Stable
3110.0,Stable
3111.0,Stable
3112.0,Stable
3113.0,Stable
3114.0,Stable
3115.0,Stable
3116.0,Stable
3117.0,Stable
3118.0,Stable
3119.0,Stable
3120.0,Stable
3121.0,Stable
3122.0,Stable
3123.0,Stable
3124.0,Stable
3125.0,Stable
3126.0,Stable
3127.0,Stable
3128.0,Stable
3129.0,Stable
3130.0,Stable
3131.0,Stable
3132.0,Stable
3133.0,Stable
3134.0,Stable
3135.0,Stable
3136.0,Stable
3137.0,Stable
3138.0,Stable
3139.0,Stable
3140.0,Stable
3141.0,Stable
3142.0,Stable
3143.0,Stable
3144.0,Stable
3145.0,Stable
3146.0,Stable
3147.0,Stable
3148.0,Stable
3149.0,Stable
3150.0,Stable
3151.0,Stable
3152.0,Stable
3153.0,Stable
3154.0,Stable
3155.0,Stable
3156.0,Stable
3157.0,Stable
3158.0,Stable
3159.0,Stable
3160.0,Stable
3161.0,Stable
3162.0,Stable
3163.0,Stable
3164.0,Stable
3165.0,Stable
3166.0,Stable
3167.0,Stable
3168.0,Stable
3169.0,Stable
3170.0,Stable
3171.0,Stable
3172.0,Stable
3173.0,Stable
3174.0,Stable
3175.0,Stable
3176.0,Stable
3177.0,Stable
3178.0,Stable
3179.0,Stable
3180.0,Stable
3181.0,Stable
3182.0,Stable
3183.0,Stable
3184.0,Stable
3185.0,Stable
3186.0,Stable
3187.0,Stable
3188.0,Stable
3189.0,Stable
3190.0,Stable
3191.0,Stable
3192.0,Stable
3193.0,Stable
3194.0,Stable
3195.0,Stable
3196.0,Stable
3197.0,Stable
3198.0,Stable
3199.0,Stable
3200.0,Stable
3201.0,Stable
3202.0,Stable
3203.0,Stable
3204.0,Stable
3205.0,Stable
3206.0,Stable
3207.0,Stable
3208.0,Stable
3209.0,Stable
3210.0,Stable
3211.0,Stable
3212.0,Stable
3213.0,Stable
3214.0,Stable
3215.0,Stable
3216.0,Stable
3217.0,Stable
3218.0,Stable
3219.0,Stable
3220.0,Stable
3221.0,Stable
3222.0,Stable
3223.0,Stable
3224.0,Stable
3225.0,Stable
3226.0,Stable
3227.0,Stable
3228.0,Stable
3229.0,Stable
3230.0,Stable
3231.0,Stable
3232.0,Stable
3233.0,Stable
3234.0,Stable
3235.0,Stable
3236.0,Stable
3237.0,Stable
3238.0,Stable
3239.0,Stable
3240.0,Stable
3241.0,Stable
3242.0,Stable
3243.0,Stable
3244.0,Stable
3245.0,Stable
3246.0,Stable
3247.0,Stable
3248.0,Stable
3249.0,Stable
3250.0,Stable
3251.0,Stable
3252.0,Stable
3253.0,Stable
3254.0,Stable
3255.0,Stable
3256.0,Stable
3257.0,Stable
3258.0,Stable
3259.0,Stable
3260.0,Stable
3261.0,Stable
3262.0,Stable
3263.0,Stable
3264.0,Stable
3265.0,Stable
3266.0,Stable
3267.0,Stable
3268.0,Stable
3269.0,Stable
3270.0,Stable
3271.0,Stable
3272.0,Stable
3273.0,Stable
3274.0,Stable
3275.0,Stable
3276.0,Stable
3277.0,Stable
3278.0,Stable
3279.0,Stable
3280.0,Stable
3281.0,Stable
3282.0,Stable
3283.0,Stable
3284.0,Stable
3285.0,Stable
3286.0,Stable
3287.0,Stable
3288.0,Stable
3289.0,Stable
3290.0,Stable
3291.0,Stable
3292.0,Stable
3293.0,Stable
3294.0,Stable
3295.0,Stable
3296.0,Stable
3297.0,Stable
3298.0,Stable
3299.0,Stable
3300.0,Stable
3301.0,Stable
3302.0,Stable
3303.0,Stable
3304.0,Stable
3305.0,Stable
3306.0,Stable
3307.0,Stable
3308.0,Stable
3309.0,Stable
3310.0,Stable
3311.0,Stable
3312.0,Stable
3313.0,Stable
3314.0,Stable
3315.0,Stable
3316.0,Stable
3317.0,Stable
3318.0,Stable
3319.0,Stable
3320.0,Stable
3321.0,Stable
3322.0,Stable
3323.0,Stable
3324.0,Stable
3325.0,Stable
3326.0,Stable
3327.0,Stable
3328.0,Stable
3329.0,Stable
3330.0,Stable
3331.0,Stable
3332.0,Stable
3333.0,Stable
3334.0,Stable
3335.0,Stable
3336.0,Stable
3337.0,Stable
3338.0,Stable
3339.0,Stable
3340.0,Stable
3341.0,Stable
3342.0,Stable
3343.0,Stable
3344.0,Stable
3345.0,Stable
3346.0,Stable
3347.0,Stable
3348.0,Stable
3349.0,Stable
3350.0,Stable
3351.0,Stable
3352.0,Stable
3353.0,Stable
3354.0,Stable
3355.0,Stable
3356.0,Stable
3357.0,Stable
3358.0,Stable
3359.0,Stable
3360.0,Stable
3361.0,Stable
3362.0,Stable
3363.0,Stable
3364.0,Stable
3365.0,Stable
3366.0,Stable
3367.0,Stable
3368.0,Stable
3369.0,Stable
3370.0,Stable
3371.0,Stable
3372.0,Stable
3373.0,Stable
3374.0,Stable
3375.0,Stable
3376.0,Stable
3377.0,Stable
3378.0,Stable
3379.0,Stable
3380.0,Stable
3381.0,Stable
3382.0,Stable
3383.0,Stable
3384.0,Stable
3385.0,Stable
3386.0,Stable
3387.0,Stable
3388.0,Stable
3389.0,Stable
3390.0,Stable
3391.0,Stable
3392.0,Stable
3393.0,Stable
3394.0,Stable
3395.0,Stable
3396.0,Stable
3397.0,Stable
3398.0,Stable
3399.0,Stable
3400.0,Stable
3401.0,Stable
3402.0,Stable
3403.0,Stable
3404.0,Stable
3405.0,Stable
3406.0,Stable
3407.0,Stable
3408.0,Stable
3409.0,Stable
3410.0,Stable
3411.0,Stable
3412.0,Stable
3413.0,Stable
3414.0,Stable
3415.0,Stable
3416.0,Stable
3417.0,Stable
3418.0,Stable
3419.0,Stable
3420.0,Stable
3421.0,Stable
3422.0,Stable
3423.0,Stable
3424.0,Stable
3425.0,Stable
3426.0,Stable
3427.0,Stable
3428.0,Stable
3429.0,Stable
3430.0,Stable
3431.0,Stable
3432.0,Stable
3433.0,Stable
3434.0,Stable
3435.0,Stable
3436.0,Stable
3437.0,Stable
3438.0,Stable
3439.0,Stable
3440.0,Stable
3441.0,Stable
3442.0,Stable
3443.0,Stable
3444.0,Stable
3445.0,Stable
3446.0,Stable
3447.0,Stable
3448.0,Stable
3449.0,Stable
3450.0,Stable
3451.0,Stable
3452.0,Stable
3453.0,Stable
3454.0,Stable
3455.0,Stable
3456.0,Stable
3457.0,Stable
3458.0,Stable
3459.0,Stable
3460.0,Stable
3461.0,Stable
3462.0,Stable
3463.0,Stable
3464.0,Stable
3465.0,Stable
3466.0,Stable
3467.0,Stable
3468.0,Stable
3469.0,Stable
3470.0,Stable
3471.0,Stable
3472.0,Stable
3473.0,Stable
3474.0,Stable
3475.0,Stable
3476.0,Stable
3477.0,Stable
3478.0,Stable
3479.0,Stable
3480.0,Stable
3481.0,Stable
3482.0,Stable
3483.0,Stable
3484.0,Stable
3485.0,Stable
3486.0,Stable
3487.0,Stable
3488.0,Stable
3489.0,Stable
3490.0,Stable
3491.0,Stable
3492.0,Stable
3493.0,Stable
3494.0,Stable
3495.0,Stable
3496.0,Stable
3497.0,Stable
3498.0,Stable
3499.0,Stable
3500.0,Stable
3501.0,Stable
3502.0,Stable
3503.0,Stable
3504.0,Stable
3505.0,Stable
3506.0,Stable
3507.0,Stable
3508.0,Stable
3509.0,Stable
3510.0,Stable
3511.0,Stable
3512.0,Stable
3513.0,Stable
3514.0,Stable
3515.0,Stable
3516.0,Stable
3517.0,Stable
3518.0,Stable
3519.0,Stable
3520.0,Stable
3521.0,Stable
3522.0,Stable
3523.0,Stable
3524.0,Stable
3525.0,Stable
3526.0,Stable
3527.0,Stable
3528.0,Stable
3529.0,Stable
3530.0,Stable
3531.0,Stable
3532.0,Stable
3533.0,Stable
3534.0,Stable
3535.0,Stable
3536.0,Stable
3537.0,Stable
3538.0,Stable
3539.0,Stable
3540.0,Stable
3541.0,Stable
3542.0,Stable
3543.0,Stable
3544.0,Stable
3545.0,Stable
3546.0,Stable
3547.0,Stable
3548.0,Stable
3549.0,Stable
3550.0,Stable
3551.0,Stable
3552.0,Stable
3553.0,Stable
3554.0,Stable
3555.0,Stable
3556.0,Stable
3557.0,Stable
3558.0,Stable
3559.0,Stable
3560.0,Stable
3561.0,Stable
3562.0,Stable
3563.0,Stable
3564.0,Stable
3565.0,Stable
3566.0,Stable
3567.0,Stable
3568.0,Stable
3569.0,Stable
3570.0,Stable
3571.0,Stable
3572.0,Stable
3573.0,Stable
3574.0,Stable
3575.0,Stable
3576.0,Stable
3577.0,Stable
3578.0,Stable
3579.0,Stable
3580.0,Stable
3581.0,Stable
3582.0,Stable
3583.0,Stable
3584.0,Stable
3585.0,Stable
3586.0,Stable
3587.0,Stable
3588.0,Stable
3589.0,Stable
3590.0,Stable
3591.0,Stable
3592.0,Stable
3593.0,Stable
3594.0,Stable
3595.0,Stable
3596.0,Stable
3597.0,Stable
3598.0,Stable
3599.0,Stable
3600.0,Stable
3601.0,Stable
3602.0,Stable
3603.0,Stable
3604.0,Stable
3605.0,Stable
3606.0,Stable
3607.0,Stable
3608.0,Stable
3609.0,Stable
3610.0,Stable
3611.0,Stable
3612.0,Stable
3613.0,Stable
3614.0,Stable
3615.0,Stable
3616.0,Stable
3617.0,Stable
3618.0,Stable
3619.0,Stable
3620.0,Stable
3621.0,Stable
3622.0,Stable
3623.0,Stable
3624.0,Stable
3625.0,Stable
3626.0,Stable
3627.0,Stable
3628.0,Stable
3629.0,Stable
3630.0,Stable
3631.0,Stable
3632.0,Stable
3633.0,Stable
3634.0,Stable
3635.0,Stable
3636.0,Stable
3637.0,Stable
3638.0,Stable
3639.0,Stable
3640.0,Stable
3641.0,Stable
3642.0,Stable
3643.0,Stable
3644.0,Stable
3645.0,Stable
3646.0,Stable
3647.0,Stable
3648.0,Stable
3649.0,Stable
3650.0,Stable
3651.0,Stable
3652.0,Stable
3653.0,Stable
3654.0,Stable
3655.0,Stable
3656.0,Stable
3657.0,Stable
3658.0,Stable
3659.0,Stable
3660.0,Stable
3661.0,Stable
3662.0,Stable
3663.0,Stable
3664.0,Stable
3665.0,Stable
3666.0,Stable
3667.0,Stable
3668.0,Stable
3669.0,Stable
3670.0,Stable
3671.0,Stable
3672.0,Stable
3673.0,Stable
3674.0,Stable
3675.0,Stable
3676.0,Stable
3677.0,Stable
3678.0,Stable
3679.0,Stable
3680.0,Stable
3681.0,Stable
3682.0,Stable
3683.0,Stable
3684.0,Stable
3685.0,Stable
3686.0,Stable
3687.0,Stable
3688.0,Stable
3689.0,Stable
3690.0,Minimum Sway
3691.0,Minimum Sway
3692.0,Minimum Sway
3693.0,Minimum Sway
3694.0,Minimum Sway
3695.0,Minimum Sway
3696.0,Minimum Sway
3697.0,Minimum Sway
3698.0,Minimum Sway
3699.0,Minimum Sway
3700.0,Minimum Sway
3701.0,Minimum Sway
3702.0,Minimum Sway
3703.0,Minimum Sway
3704.0,Minimum Sway
3705.0,Minimum Sway
3706.0,Minimum Sway
3707.0,Minimum Sway
3708.0,Minimum Sway
3709.0,Minimum Sway
3710.0,Minimum Sway
3711.0,Minimum Sway
3712.0,Minimum Sway
3713.0,Minimum Sway
3714.0,Minimum Sway
3715.0,Minimum Sway
3716.0,Minimum Sway
3717.0,Minimum Sway
3718.0,Minimum Sway
3719.0,Minimum Sway
3720.0,Minimum Sway
3721.0,Minimum Sway
3722.0,Minimum Sway
3723.0,Minimum Sway
3724.0,Minimum Sway
3725.0,Minimum Sway
3726.0,Minimum Sway
3727.0,Minimum Sway
3728.0,Minimum Sway
3729.0,Minimum Sway
3730.0,Minimum Sway
3731.0,Minimum Sway
3732.0,Minimum Sway
3733.0,Minimum Sway
3734.0,Minimum Sway
3735.0,Minimum Sway
3736.0,Minimum Sway
3737.0,Minimum Sway
3738.0,Minimum Sway
3739.0,Minimum Sway
3740.0,Minimum Sway
3741.0,Minimum Sway
3742.0,Minimum Sway
3743.0,Minimum Sway
3744.0,Minimum Sway
3745.0,Minimum Sway
3746.0,Minimum Sway
3747.0,Minimum Sway
3748.0,Minimum Sway
3749.0,Minimum Sway
3750.0,Minimum Sway
3751.0,Minimum Sway
3752.0,Minimum Sway
3753.0,Minimum Sway
3754.0,Minimum Sway
3755.0,Minimum Sway
3756.0,Minimum Sway
3757.0,Minimum Sway
3758.0,Minimum Sway
3759.0,Minimum Sway
3760.0,Minimum Sway
3761.0,Minimum Sway
3762.0,Minimum Sway
3763.0,Minimum Sway
3764.0,Minimum Sway
3765.0,Minimum Sway
3766.0,Minimum Sway
3767.0,Minimum Sway
3768.0,Minimum Sway
3769.0,Minimum Sway
3770.0,Minimum Sway
3771.0,Minimum Sway
3772.0,Minimum Sway
3773.0,Minimum Sway
3774.0,Minimum Sway
3775.0,Minimum Sway
3776.0,Minimum Sway
3777.0,Minimum Sway
3778.0,Minimum Sway
3779.0,Minimum Sway
3780.0,Minimum Sway
3781.0,Minimum Sway
3782.0,Minimum Sway
3783.0,Minimum Sway
3784.0,Minimum Sway
3785.0,Minimum Sway
3786.0,Minimum Sway
3787.0,Minimum Sway
3788.0,Minimum Sway
3789.0,Minimum Sway
3790.0,Minimum Sway
3791.0,Minimum Sway
3792.0,Minimum Sway
3793.0,Minimum Sway
3794.0,Minimum Sway
3795.0,Minimum Sway
3796.0,Minimum Sway
3797.0,Minimum Sway
3798.0,Minimum Sway
3799.0,Minimum Sway
3800.0,Minimum Sway
3801.0,Minimum Sway
3802.0,Minimum Sway
3803.0,Minimum Sway
3804.0,Minimum Sway
3805.0,Minimum Sway
3806.0,Minimum Sway
3807.0,Minimum Sway
3808.0,Minimum Sway
3809.0,Minimum Sway
3810.0,Minimum Sway
3811.0,Minimum Sway
3812.0,Minimum Sway
3813.0,Minimum Sway
3814.0,Minimum Sway
3815.0,Minimum Sway
3816.0,Minimum Sway
3817.0,Minimum Sway
3818.0,Minimum Sway
3819.0,Minimum Sway
3820.0,Minimum Sway
3821.0,Minimum Sway
3822.0,Minimum Sway
3823.0,Minimum Sway
3824.0,Minimum Sway
3825.0,Minimum Sway
3826.0,Minimum Sway
3827.0,Minimum Sway
3828.0,Minimum Sway
3829.0,Minimum Sway
3830.0,Minimum Sway
3831.0,Minimum Sway
3832.0,Minimum Sway
3833.0,Minimum Sway
3834.0,Minimum Sway
3835.0,Minimum Sway
3836.0,Minimum Sway
3837.0,Minimum Sway
3838.0,Minimum Sway
3839.0,Minimum Sway
3840.0,Minimum Sway
3841.0,Minimum Sway
3842.0,Minimum Sway
3843.0,Minimum Sway
3844.0,Minimum Sway
3845.0,Minimum Sway
3846.0,Minimum Sway
3847.0,Minimum Sway
3848.0,Minimum Sway
3849.0,Minimum Sway
3850.0,Minimum Sway
3851.0,Minimum Sway
3852.0,Minimum Sway
3853.0,Minimum Sway
3854.0,Minimum Sway
3855.0,Minimum Sway
3856.0,Minimum Sway
3857.0,Minimum Sway
3858.0,Minimum Sway
3859.0,Minimum Sway
3860.0,Minimum Sway
3861.0,Minimum Sway
3862.0,Minimum Sway
3863.0,Minimum Sway
3864.0,Minimum Sway
3865.0,Minimum Sway
3866.0,Minimum Sway
3867.0,Minimum Sway
3868.0,Minimum Sway
3869.0,Minimum Sway
3870.0,Minimum Sway
3871.0,Minimum Sway
3872.0,Minimum Sway
3873.0,Minimum Sway
3874.0,Minimum Sway
3875.0,Minimum Sway
3876.0,Minimum Sway
3877.0,Minimum Sway
3878.0,Minimum Sway
3879.0,Minimum Sway
3880.0,Minimum Sway
3881.0,Minimum Sway
3882.0,Minimum Sway
3883.0,Minimum Sway
3884.0,Minimum Sway
3885.0,Minimum Sway
3886.0,Minimum Sway
3887.0,Minimum Sway
3888.0,Minimum Sway
3889.0,Minimum Sway
3890.0,Minimum Sway
3891.0,Minimum Sway
3892.0,Minimum Sway
3893.0,Minimum Sway
3894.0,Minimum Sway
3895.0,Minimum Sway
3896.0,Minimum Sway
3897.0,Minimum Sway
3898.0,Minimum Sway
3899.0,Minimum Sway
3900.0,Minimum Sway
3901.0,Minimum Sway
3902.0,Minimum Sway
3903.0,Minimum Sway
3904.0,Minimum Sway
3905.0,Minimum Sway
3906.0,Minimum Sway
3907.0,Minimum Sway
3908.0,Minimum Sway
3909.0,Minimum Sway
3910.0,Minimum Sway
3911.0,Minimum Sway
3912.0,Minimum Sway
3913.0,Minimum Sway
3914.0,Minimum Sway
3915.0,Minimum Sway
3916.0,Minimum Sway
3917.0,Minimum Sway
3918.0,Minimum Sway
3919.0,Minimum Sway
3920.0,Minimum Sway
3921.0,Minimum Sway
3922.0,Minimum Sway
3923.0,Minimum Sway
3924.0,Minimum Sway
3925.0,Minimum Sway
3926.0,Minimum Sway
3927.0,Minimum Sway
3928.0,Minimum Sway
3929.0,Stable
3930.0,Stable
3931.0,Stable
3932.0,Stable
3933.0,Stable
3934.0,Stable
3935.0,Stable
3936.0,Stable
3937.0,Stable
3938.0,Stable
3939.0,Stable
3940.0,Stable
3941.0,Stable
3942.0,Stable
3943.0,Stable
3944.0,Stable
3945.0,Stable
3946.0,Stable
3947.0,Stable
3948.0,Stable
3949.0,Stable
3950.0,Stable
3951.0,Stable
3952.0,Stable
3953.0,Stable
3954.0,Stable
3955.0,Stable
3956.0,Stable
3957.0,Stable
3958.0,Stable
3959.0,Stable
3960.0,Stable
3961.0,Stable
3962.0,Stable
3963.0,Stable
3964.0,Stable
3965.0,Stable
3966.0,Stable
3967.0,Stable
3968.0,Stable
3969.0,Stable
3970.0,Stable
3971.0,Stable
3972.0,Stable
3973.0,Stable
3974.0,Stable
3975.0,Stable
3976.0,Stable
3977.0,Stable
3978.0,Stable
3979.0,Stable
3980.0,Stable
3981.0,Stable
3982.0,Stable
3983.0,Stable
3984.0,Stable
3985.0,Stable
3986.0,Stable
3987.0,Stable
3988.0,Stable
3989.0,Stable
3990.0,Stable
3991.0,Stable
3992.0,Stable
3993.0,Stable
3994.0,Stable
3995.0,Stable
3996.0,Stable
3997.0,Stable
3998.0,Stable
3999.0,Stable
4000.0,Stable
4001.0,Stable
4002.0,Stable
4003.0,Stable
4004.0,Stable
4005.0,Stable
4006.0,Stable
4007.0,Stable
4008.0,Stable
4009.0,Stable
4010.0,Stable
4011.0,Stable
4012.0,Stable
4013.0,Stable
4014.0,Stable
4015.0,Stable
4016.0,Stable
4017.0,Stable
4018.0,Stable
4019.0,Stable
4020.0,Stable
4021.0,Stable
4022.0,Stable
4023.0,Stable
4024.0,Stable
4025.0,Stable
4026.0,Stable
4027.0,Stable
4028.0,Stable
4029.0,Stable
4030.0,Stable
4031.0,Stable
4032.0,Stable
4033.0,Stable
4034.0,Stable
4035.0,Stable
4036.0,Stable
4037.0,Stable
4038.0,Stable
4039.0,Stable
4040.0,Stable
4041.0,Stable
4042.0,Stable
4043.0,Stable
4044.0,Stable
4045.0,Stable
4046.0,Stable
4047.0,Stable
4048.0,Stable
4049.0,Stable
4050.0,Stable
4051.0,Stable
4052.0,Stable
4053.0,Stable
4054.0,Stable
4055.0,Stable
4056.0,Stable
4057.0,Stable
4058.0,Stable
4059.0,Stable
4060.0,Stable
4061.0,Stable
4062.0,Stable
4063.0,Stable
4064.0,Stable
4065.0,Stable
4066.0,Stable
4067.0,Stable
4068.0,Stable
4069.0,Stable
4070.0,Stable
4071.0,Stable
4072.0,Stable
4073.0,Stable
4074.0,Stable
4075.0,Stable
4076.0,Stable
4077.0,Stable
4078.0,Stable
4079.0,Stable
4080.0,Stable
4081.0,Stable
4082.0,Stable
4083.0,Stable
4084.0,Stable
4085.0,Stable
4086.0,Stable
4087.0,Stable
4088.0,Stable
4089.0,Stable
4090.0,Stable
4091.0,Stable
4092.0,Stable
4093.0,Stable
4094.0,Stable
4095.0,Stable
4096.0,Stable
4097.0,Stable
4098.0,Stable
4099.0,Stable
4100.0,Stable
4101.0,Stable
4102.0,Stable
4103.0,Stable
4104.0,Stable
4105.0,Stable
4106.0,Stable
4107.0,Stable
4108.0,Stable
4109.0,Stable
4110.0,Stable
4111.0,Stable
4112.0,Stable
4113.0,Stable
4114.0,Stable
4115.0,Stable
4116.0,Stable
4117.0,Stable
4118.0,Stable
4119.0,Stable
4120.0,Stable
4121.0,Stable
4122.0,Stable
4123.0,Stable
4124.0,Stable
4125.0,Stable
4126.0,Stable
4127.0,Stable
4128.0,Stable
4129.0,Stable
4130.0,Stable
4131.0,Stable
4132.0,Stable
4133.0,Stable
4134.0,Stable
4135.0,Stable
4136.0,Stable
4137.0,Stable
4138.0,Stable
4139.0,Stable
4140.0,Stable
4141.0,Stable
4142.0,Stable
4143.0,Stable
4144.0,Stable
4145.0,Stable
4146.0,Stable
4147.0,Stable
4148.0,Stable
4149.0,Stable
4150.0,Stable
4151.0,Stable
4152.0,Stable
4153.0,Stable
4154.0,Stable
4155.0,Stable
4156.0,Stable
4157.0,Stable
4158.0,Stable
4159.0,Stable
4160.0,Stable
4161.0,Stable
4162.0,Stable
4163.0,Stable
4164.0,Stable
4165.0,Stable
4166.0,Stable
4167.0,Stable
4168.0,Stable
4169.0,Stable
4170.0,Stable
4171.0,Stable
4172.0,Stable
4173.0,Stable
4174.0,Stable
4175.0,Stable
4176.0,Stable
4177.0,Stable
4178.0,Stable
4179.0,Stable
4180.0,Stable
4181.0,Stable
4182.0,Stable
4183.0,Stable
4184.0,Stable
4185.0,Stable
4186.0,Stable
4187.0,Stable
4188.0,Stable
4189.0,Stable
4190.0,Stable
4191.0,Stable
4192.0,Stable
4193.0,Stable
4194.0,Stable
4195.0,Stable
4196.0,Stable
4197.0,Stable
4198.0,Stable
4199.0,Stable
4200.0,Stable
4201.0,Stable
4202.0,Stable
4203.0,Stable
4204.0,Stable
4205.0,Stable
4206.0,Stable
4207.0,Stable
4208.0,Stable
4209.0,Stable
4210.0,Stable
4211.0,Stable
4212.0,Stable
4213.0,Stable
4214.0,Stable
4215.0,Stable
4216.0,Stable
4217.0,Stable
4218.0,Stable
4219.0,Stable
4220.0,Stable
4221.0,Stable
4222.0,Stable
4223.0,Stable
4224.0,Stable
4225.0,Stable
4226.0,Stable
4227.0,Stable
4228.0,Stable
4229.0,Stable
4230.0,Stable
4231.0,Stable
4232.0,Stable
4233.0,Stable
4234.0,Stable
4235.0,Stable
4236.0,Stable
4237.0,Stable
4238.0,Stable
4239.0,Stable
4240.0,Stable
4241.0,Stable
4242.0,Stable
4243.0,Stable
4244.0,Stable
4245.0,Stable
4246.0,Stable
4247.0,Stable
4248.0,Stable
4249.0,Stable
4250.0,Stable
4251.0,Stable
4252.0,Stable
4253.0,Stable
4254.0,Stable
4255.0,Stable
4256.0,Stable
4257.0,Stable
4258.0,Stable
4259.0,Stable
4260.0,Stable
4261.0,Stable
4262.0,Stable
4263.0,Stable
4264.0,Stable
4265.0,Stable
4266.0,Stable
4267.0,Stable
4268.0,Stable
4269.0,Stable
4270.0,Stable
4271.0,Stable
4272.0,Stable
4273.0,Stable
4274.0,Stable
4275.0,Stable
4276.0,Stable
4277.0,Stable
4278.0,Stable
4279.0,Stable
4280.0,Stable
4281.0,Stable
4282.0,Stable
4283.0,Stable
4284.0,Stable
4285.0,Stable
4286.0,Stable
4287.0,Stable
4288.0,Stable
4289.0,Stable
4290.0,Stable
4291.0,Stable
4292.0,Stable
4293.0,Stable
4294.0,Stable
4295.0,Stable
4296.0,Stable
4297.0,Stable
4298.0,Stable
4299.0,Stable
4300.0,Stable
4301.0,Stable
4302.0,Stable
4303.0,Stable
4304.0,Stable
4305.0,Stable
4306.0,Stable
4307.0,Stable
4308.0,Stable
4309.0,Stable
4310.0,Stable
4311.0,Stable
4312.0,Stable
4313.0,Stable
4314.0,Stable
4315.0,Stable
4316.0,Stable
4317.0,Stable
4318.0,Stable
4319.0,Stable
4320.0,Stable
4321.0,Stable
4322.0,Stable
4323.0,Stable
4324.0,Stable
4325.0,Stable
4326.0,Stable
4327.0,Stable
4328.0,Stable
4329.0,Stable
4330.0,Stable
4331.0,Stable
4332.0,Stable
4333.0,Stable
4334.0,Stable
4335.0,Stable
4336.0,Stable
4337.0,Stable
4338.0,Stable
4339.0,Stable
4340.0,Stable
4341.0,Stable
4342.0,Stable
4343.0,Stable
4344.0,Stable
4345.0,Stable
4346.0,Stable
4347.0,Stable
4348.0,Stable
4349.0,Stable
4350.0,Stable
4351.0,Stable
4352.0,Stable
4353.0,Stable
4354.0,Stable
4355.0,Stable
4356.0,Stable
4357.0,Stable
4358.0,Stable
4359.0,Stable
4360.0,Stable
4361.0,Stable
4362.0,Stable
4363.0,Stable
4364.0,Stable
4365.0,Stable
4366.0,Stable
4367.0,Stable
4368.0,Stable
4369.0,Stable
4370.0,Stable
4371.0,Stable
4372.0,Stable
4373.0,Stable
4374.0,Stable
4375.0,Stable
4376.0,Stable
4377.0,Stable
4378.0,Stable
4379.0,Stable
4380.0,Stable
4381.0,Stable
4382.0,Stable
4383.0,Stable
4384.0,Stable
4385.0,Stable
4386.0,Stable
4387.0,Stable
4388.0,Stable
4389.0,Stable
4390.0,Stable
4391.0,Stable
4392.0,Stable
4393.0,Stable
4394.0,Stable
4395.0,Stable
4396.0,Stable
4397.0,Stable
4398.0,Stable
4399.0,Stable
4400.0,Stable
4401.0,Stable
4402.0,Stable
4403.0,Stable
4404.0,Stable
4405.0,Stable
4406.0,Stable
4407.0,Stable
4408.0,Stable
4409.0,Stable
4410.0,Stable
4411.0,Stable
4412.0,Stable
4413.0,Stable
4414.0,Stable
4415.0,Stable
4416.0,Stable
4417.0,Stable
4418.0,Stable
4419.0,Stable
4420.0,Stable
4421.0,Stable
4422.0,Stable
4423.0,Stable
4424.0,Stable
4425.0,Stable
4426.0,Stable
4427.0,Stable
4428.0,Stable
4429.0,Stable
4430.0,Stable
4431.0,Stable
4432.0,Stable
4433.0,Stable
4434.0,Stable
4435.0,Stable
4436.0,Stable
4437.0,Stable
4438.0,Stable
4439.0,Stable
4440.0,Stable
4441.0,Stable
4442.0,Stable
4443.0,Stable
4444.0,Stable
4445.0,Stable
4446.0,Stable
4447.0,Stable
4448.0,Stable
4449.0,Stable
4450.0,Stable
4451.0,Stable
4452.0,Stable
4453.0,Stable
4454.0,Stable
4455.0,Stable
4456.0,Stable
4457.0,Stable
4458.0,Stable
4459.0,Stable
4460.0,Stable
4461.0,Stable
4462.0,Stable
4463.0,Stable
4464.0,Stable
4465.0,Stable
4466.0,Stable
4467.0,Stable
4468.0,Stable
4469.0,Stable
4470.0,Stable
4471.0,Stable
4472.0,Stable
4473.0,Stable
4474.0,Stable
4475.0,Stable
4476.0,Stable
4477.0,Stable
4478.0,Stable
4479.0,Stable
4480.0,Stable
4481.0,Stable
4482.0,Stable
4483.0,Stable
4484.0,Stable
4485.0,Stable
4486.0,Stable
4487.0,Stable
4488.0,Stable
4489.0,Stable
4490.0,Stable
4491.0,Stable
4492.0,Stable
4493.0,Stable
4494.0,Stable
4495.0,Stable
4496.0,Stable
4497.0,Stable
4498.0,Stable
4499.0,Stable
4500.0,Stable
4501.0,Stable
4502.0,Stable
4503.0,Stable
4504.0,Stable
4505.0,Stable
4506.0,Stable
4507.0,Stable
4508.0,Stable
4509.0,Stable
4510.0,Stable
4511.0,Stable
4512.0,Stable
4513.0,Stable
4514.0,Stable
4515.0,Stable
4516.0,Stable
4517.0,Stable
4518.0,Stable
4519.0,Stable
4520.0,Stable
4521.0,Stable
4522.0,Stable
4523.0,Stable
4524.0,Stable
4525.0,Stable
4526.0,Stable
4527.0,Stable
4528.0,Stable
4529.0,Stable
4530.0,Stable
4531.0,Stable
4532.0,Stable
4533.0,Stable
4534.0,Stable
4535.0,Stable
4536.0,Stable
4537.0,Stable
4538.0,Stable
4539.0,Stable
4540.0,Stable
4541.0,Stable
4542.0,Stable
4543.0,Stable
4544.0,Stable
4545.0,Stable
